source,target,weight
1,6,0.27425162049843843
1,7,0.38646949733178115
1,8,0.4460318895341638
1,9,0.5277770138653163
1,10,0.21940000645047858
1,11,0.2135721863039948
1,12,0.20264756986433058
1,13,0.17615495618397548
1,14,0.15399651429221517
1,15,0.14289809084911942
1,16,0.1552117246089236
1,17,0.33703292774282945
1,18,0.32524880914613674
1,19,0.3060241441328906
1,20,0.3099138190668465
1,21,0.3326509974227678
1,22,0.23026988540651053
1,23,0.1521614925675488
1,24,0.2028792989892534
1,25,0.3136064120137628
1,26,0.18700790665423164
1,27,0.360845818001829
1,28,0.3374814667554257
1,29,0.3109285030861237
1,30,0.2579529200458529
1,31,0.13599947033444
1,32,0.18147530612803575
1,33,0.35332204150238883
1,34,0.3441001816005142
1,35,0.32392281943228557
1,36,0.28462840426475544
1,37,0.3696821980118941
1,38,0.35808391866445766
1,39,0.9296247606118091
1,40,0.32671867340846883
1,41,0.3086291343237749
1,42,0.31006181305807534
1,43,0.3286076686778112
1,44,0.19722049851682755
1,45,0.16093662197186742
1,46,0.22944095926385885
1,47,0.17753838257667381
1,48,0.1585716202900096
1,49,0.18306608889319456
1,50,0.1686786284361729
1,51,0.22091210660238497
1,52,0.36176597068716965
1,53,0.35844268702730564
1,54,0.33432697817372287
1,55,0.336962266120237
1,56,0.3380058214464873
1,57,0.33576593082511363
1,58,0.34275400623671104
1,59,0.3655742162637866
1,60,0.33668703025933194
1,61,0.33823866046997064
1,62,0.33894367159302574
1,63,0.33356452142054027
1,64,0.35241453295563785
1,65,0.32807450750221023
1,66,0.3400245399600841
1,67,0.3388713344484184
1,68,0.36361252310314357
1,69,0.3340810760337271
1,70,0.3620470286727366
1,71,0.3319002537508788
1,72,0.391436642309346
1,73,0.32146815754140756
1,74,0.37510014112038903
1,75,0.3303568104607593
1,76,0.33843997299029044
1,77,0.33384353136857847
1,78,0.3294578717089779
2,0,0.29268485142550055
2,1,0.13749883485864509
2,2,0.0
2,3,0.1488664786865968
2,4,0.07390702019786077
2,5,0.31879841563088135
2,6,0.2142753618129592
2,7,0.3383472939982048
2,8,0.4061938888086251
2,9,0.4911705500566672
2,10,0.1701593092404466
2,11,0.16607095686172552
2,12,0.16063498513315783
2,13,0.13169860392223803
2,14,0.12606460676187883
2,15,0.12786920823803488
2,16,0.1316705145182605
2,17,0.3190726273342746
2,18,0.3018377831877368
2,19,0.2952078036947623
2,20,0.302327156739793
2,21,0.3094491658054598
2,22,0.23122263009883615
2,23,0.09020565696026535
2,24,0.1605374416486857
2,25,0.3027130756308548
2,26,0.15874988732863946
2,27,0.33880241121894233
2,28,0.3201051382371538
2,29,0.2951855735630147
2,30,0.2612178899752803
2,31,0.08532027987932424
2,32,0.11014958663081251
2,33,0.335862149297508
2,34,0.3219474595360234
2,35,0.3023860053600422
2,36,0.2745393256563232
2,37,0.33789682353079703
2,38,0.3368966402811504
2,39,0.9742062647559269
2,40,0.30069064701240317
2,41,0.29592716178524253
2,42,0.29754874821397415
2,43,0.3056075535227167
2,44,0.16011621402395812
2,45,0.09113406589401005
2,46,0.19908132291113395
2,47,0.10633895823925366
2,48,0.09273552661677728
2,49,0.11221103939904989
2,50,0.09383313183059072
2,51,0.19042363798729253
2,52,0.38870014228122646
2,53,0.37665211878631333
2,54,0.33384630070243143
2,55,0.3421352508037461
2,56,0.34836273546550267
2,57,0.3295614544368138
2,58,0.35139985022306497
2,59,0.38461241754720676
2,60,0.33324648850157307
2,61,0.3385287695226475
2,62,0.3392193493077409
2,63,0.3382194549005967
2,64,0.3630059939566748
2,65,0.32722081923559754
2,66,0.3345337750011193
2,67,0.3499315470209536
2,68,0.3802329610432784
2,69,0.3320318663158789
2,70,0.38458438632327224
2,71,0.3357495313695293
2,72,0.41442591329844464
2,73,0.3310495657860238
2,74,0.3925659638736061
2,75,0.3320868212563437
2,76,0.3372061818936973
2,77,0.33628117169919697
2,78,0.33137583995302117
3,0,0.29404534866365406
3,1,0.18448606187586172
3,2,0.1488664786865968
3,3,0.0
3,4,0.12982827377682193
3,5,0.3077952675976021
3,6,0.2107480241891229
3,7,0.3170170797535804
3,8,0.38765977566655
3,9,0.4723527837588935
3,10,0.08360062777240983
3,11,0.07495726590183757
3,12,0.06538135304914224
3,13,0.06067099597372354
3,14,0.07319717735740787
3,15,0.0866401985949737
3,16,0.14995599126886305
3,17,0.3082355524716299
3,18,0.3027854834926425
3,19,0.28891226945704973
3,20,0.2992884414804195
3,21,0.294765676972887
3,22,0.23374665013219423
3,23,0.13026950707841423
3,24,0.06323819881458863
3,25,0.27743805962368495
3,26,0.0660410610715845
3,27,0.3151343416788099
3,28,0.3091585129930326
3,29,0.28422430529717185
3,30,0.2569772617361753
3,31,0.17553780882901449
3,32,0.1312745355704241
3,33,0.31691423396670493
3,34,0.3068253313505558
3,35,0.2831979528788626
3,36,0.2737933783537503
3,37,0.3121323158657564
3,38,0.31525626404567536
3,39,0.9779608653869478
3,40,0.2940415672068597
3,41,0.297519030062368
3,42,0.293825981502091
3,43,0.284779939319196
3,44,0.06564725683065574
3,45,0.1709207292825413
3,46,0.15403425625443573
3,47,0.1781453962753778
3,48,0.17529087252411696
3,49,0.17242682089110503
3,50,0.1703011032364474
3,51,0.13891314695124327
3,52,0.3826836134657508
3,53,0.3731927451355007
3,54,0.32453462419186735
3,55,0.33198711898816674
3,56,0.3397441771523275
3,57,0.3203362797062714
3,58,0.3438655557017741
3,59,0.3817204539016925
3,60,0.32329727268120473
3,61,0.3287730057003383
3,62,0.3224064321650946
3,63,0.3262993748266915
3,64,0.33955399615768933
3,65,0.3300230738894616
3,66,0.34667449782664683
3,67,0.345569146797783
3,68,0.3794571272392538
3,69,0.3314007329290399
3,70,0.3782993628163003
3,71,0.33370813205763
3,72,0.42218688272275284
3,73,0.32100665733630007
3,74,0.38549404551574595
3,75,0.3351445679481552
3,76,0.3495045323645722
3,77,0.340694328367217
3,78,0.34090448539880286
4,0,0.29438565323398364
4,1,0.14125082562575678
4,2,0.07390702019786077
4,3,0.12982827377682193
4,4,0.0
4,5,0.3106878782960857
4,6,0.19962529247705837
4,7,0.3205026619918444
4,8,0.3856586230167969
4,9,0.47762247585206374
4,10,0.14711941763262132
4,11,0.14477390899127962
4,12,0.13400477185286663
4,13,0.11827237433753038
4,14,0.11534735720671142
4,15,0.11734842939794163
4,16,0.14120113962063147
4,17,0.31034446953046774
4,18,0.29863355880982173
4,19,0.29976776343565154
4,20,0.3021053668442803
4,21,0.2999111189546121
4,22,0.230956246414101
4,23,0.05601691264312098
4,24,0.13778583877429143
4,25,0.2965997416393399
4,26,0.13676546482462304
4,27,0.3260469847229645
4,28,0.31126324207056
4,29,0.294047300786976
4,30,0.25812778476903747
4,31,0.11201849400780771
4,32,0.07099181994125872
4,33,0.3276722194028376
4,34,0.31517302815015785
4,35,0.291203326367044
4,36,0.27553474778997
4,37,0.33911185542349626
4,38,0.33092445182624686
4,39,0.981571731959078
4,40,0.29218081377542876
4,41,0.29734748081888585
4,42,0.2969584120939675
4,43,0.2972511047914592
4,44,0.14210452490873876
4,45,0.08410712777731451
4,46,0.19322788522809903
4,47,0.10544273298252607
4,48,0.08580808703042525
4,49,0.10543060163894141
4,50,0.08603363397881818
4,51,0.17520887808342658
4,52,0.38644279791092256
4,53,0.3747578345902524
4,54,0.33409389067004763
4,55,0.3371675673596325
4,56,0.3428725335290824
4,57,0.3296316434027349
4,58,0.35132586912646946
4,59,0.3878333249107479
4,60,0.33155553798156
4,61,0.3343120799435986
4,62,0.3397045118340261
4,63,0.3339620835752291
4,64,0.36176253242641015
4,65,0.3239393455383062
4,66,0.33708408028528
4,67,0.34465213445486526
4,68,0.3788473417427668
4,69,0.3260767873288891
4,70,0.3828072134414947
4,71,0.3342046228568772
4,72,0.42563657548536954
4,73,0.33181696814223893
4,74,0.38931442569813157
4,75,0.3312782423324932
4,76,0.34016722987202536
4,77,0.3321853495172255
4,78,0.32562167312213985
5,0,0.16581806755491957
5,1,0.33842289742975945
5,2,0.31879841563088135
5,3,0.3077952675976021
5,4,0.3106878782960857
5,5,0.0
5,6,0.29220602292539816
5,7,0.3564960995499329
5,8,0.3926890896584853
5,9,0.44183469329884295
5,10,0.2889491476222307
5,11,0.29232432716116347
5,12,0.2946779260258413
5,13,0.3127754925107644
5,14,0.3199365705698594
5,15,0.3236762947581567
5,16,0.33057487769213545
5,17,0.06752233170100753
5,18,0.09313719219662223
5,19,0.14108316398930149
5,20,0.1952452319537192
5,21,0.08916023242622012
5,22,0.30995176656230583
5,23,0.3085890810401821
5,24,0.29396241303444104
5,25,0.297208617679556
5,26,0.29971277825341397
5,27,0.1399302883693027
5,28,0.06864657268224957
5,29,0.13861879139829905
5,30,0.33285611105878343
5,31,0.32718383315951666
5,32,0.30361227908207605
5,33,0.08886416989667677
5,34,0.0662625365720643
5,35,0.26725469460039436
5,36,0.26949954878793714
5,37,0.22246752473614287
5,38,0.15809504693683232
5,39,1.0394000087616784
5,40,0.13947320640937144
5,41,0.19209911778623145
5,42,0.1323469073963603
5,43,0.2653678110731885
5,44,0.3059023989325948
5,45,0.30704742637224525
5,46,0.29465195785009685
5,47,0.30273315659165373
5,48,0.3090612749908037
5,49,0.30768090608783144
5,50,0.30692998719157083
5,51,0.29395210697386187
5,52,0.42518242212315116
5,53,0.4257331127750057
5,54,0.37075169945729564
5,55,0.3823972692643929
5,56,0.3908132208917344
5,57,0.36625500645673026
5,58,0.3923593348166313
5,59,0.4389402169077419
5,60,0.36781166078083843
5,61,0.3755253400772648
5,62,0.3758801319053216
5,63,0.372675070130569
5,64,0.37957390419986065
5,65,0.3759719946610615
5,66,0.3905250872324462
5,67,0.3973675085839326
5,68,0.42737553929197014
5,69,0.37823076875050154
5,70,0.42658212393877176
5,71,0.38410220774949844
5,72,0.45533649002624416
5,73,0.3560304539300772
5,74,0.4235477926083484
5,75,0.3806102982721718
5,76,0.39158678019201143
5,77,0.3840544566864656
5,78,0.3752381103453247
6,0,0.3174618479746408
6,1,0.27425162049843843
6,2,0.2142753618129592
6,3,0.2107480241891229
6,4,0.19962529247705837
6,5,0.29220602292539816
6,6,0.0
6,7,0.20044020248638525
6,8,0.27739852606019083
6,9,0.37907511000249583
6,10,0.1879337677652564
6,11,0.19139666841682676
6,12,0.18896665063900975
6,13,0.20621886701702186
6,14,0.22091997897777674
6,15,0.23120116906627786
6,16,0.2471968531449805
6,17,0.29690440599125895
6,18,0.31295446466112015
6,19,0.326817088356001
6,20,0.3386508118979071
6,21,0.3058392032554504
6,22,0.2980414322284586
6,23,0.19539849367633988
6,24,0.1886390402018832
6,25,0.3209824809212249
6,26,0.21259264941678532
6,27,0.29838809749449163
6,28,0.2916771565975065
6,29,0.32412112263560366
6,30,0.3095066305286244
6,31,0.22937269334005056
6,32,0.17736380840381266
6,33,0.28804731391417204
6,34,0.29044248452324617
6,35,0.27343148853064847
6,36,0.3149497328851297
6,37,0.31497196451890214
6,38,0.298515744331504
6,39,1.0774666561424913
6,40,0.30498428398764
6,41,0.339739096939469
6,42,0.3379409356701189
6,43,0.28239513584703674
6,44,0.21263424366333747
6,45,0.1877688085217279
6,46,0.23172651476270448
6,47,0.18863675746250327
6,48,0.197689720807977
6,49,0.18186722059205132
6,50,0.19007300263220253
6,51,0.19594918806407344
6,52,0.4526884442894971
6,53,0.44023096215106466
6,54,0.39128378685075826
6,55,0.40260622385025013
6,56,0.4110606991482014
6,57,0.3798672928064536
6,58,0.41899623507103945
6,59,0.455762606134754
6,60,0.3852963035394209
6,61,0.39098753566090466
6,62,0.3927167498057084
6,63,0.3931254721137487
6,64,0.4068517368016724
6,65,0.389003571459094
6,66,0.3992430802791551
6,67,0.40210550638631776
6,68,0.4417044923631465
6,69,0.385938628009231
6,70,0.4475776639613102
6,71,0.39624787330663835
6,72,0.48958573622446433
6,73,0.3879177468700473
6,74,0.4555477767610378
6,75,0.3884193778863081
6,76,0.4004243511965928
6,77,0.3941763296207657
6,78,0.390100274366213
7,0,0.38923669555334406
7,1,0.38646949733178115
7,2,0.3383472939982048
7,3,0.3170170797535804
7,4,0.3205026619918444
7,5,0.3564960995499329
7,6,0.20044020248638525
7,7,0.0
7,8,0.12892019929241086
7,9,0.2867991394542891
7,10,0.2827120711107935
7,11,0.288788239654104
7,12,0.2927036550043995
7,13,0.32139042679098273
7,14,0.3383037297431715
7,15,0.35146996427944854
7,16,0.3623546436841067
7,17,0.3571533109790507
7,18,0.3766185806943888
7,19,0.405862720030532
7,20,0.413971805628468
7,21,0.36288460646728027
7,22,0.3858529524036989
7,23,0.3130324431870071
7,24,0.2905116277851355
7,25,0.37508939019860615
7,26,0.31225700198356704
7,27,0.34158717526400206
7,28,0.3530490859787732
7,29,0.40077515470577774
7,30,0.4047931716544691
7,31,0.3483810638336037
7,32,0.29188009651516206
7,33,0.3428855189078613
7,34,0.3522299767764175
7,35,0.32620791192426973
7,36,0.37681745474317896
7,37,0.355568330584717
7,38,0.3445954036056684
7,39,1.1657542509424361
7,40,0.36748580368852124
7,41,0.3963027795062807
7,42,0.40068527702601847
7,43,0.33325976378432604
7,44,0.315915317825525
7,45,0.31765569061371424
7,46,0.29794870844545385
7,47,0.3102040428091928
7,48,0.3167386388407406
7,49,0.3097284647473907
7,50,0.3148458645162328
7,51,0.28915190686112224
7,52,0.5161914564355663
7,53,0.5134854627054849
7,54,0.45205562811049577
7,55,0.46613586443894633
7,56,0.4742876412464343
7,57,0.4430476952952793
7,58,0.4841199441251395
7,59,0.5273304515791992
7,60,0.4476909745053486
7,61,0.45500843125373447
7,62,0.45223419949029
7,63,0.4592178101588331
7,64,0.4709030699402174
7,65,0.4588392742402082
7,66,0.46831322172024353
7,67,0.4740875090940628
7,68,0.5158532492393229
7,69,0.4587906315703992
7,70,0.5093530139850074
7,71,0.4646717050147928
7,72,0.5614921268739326
7,73,0.4374522920941861
7,74,0.5260616777142857
7,75,0.4595818839326773
7,76,0.471872491861156
7,77,0.4633525467583073
7,78,0.4590451861400811
8,0,0.42685039264192465
8,1,0.4460318895341638
8,2,0.4061938888086251
8,3,0.38765977566655
8,4,0.3856586230167969
8,5,0.3926890896584853
8,6,0.27739852606019083
8,7,0.12892019929241086
8,8,0.0
8,9,0.22953107742693443
8,10,0.35079173608918407
8,11,0.3596937069121656
8,12,0.3592618907146104
8,13,0.3844601900008375
8,14,0.40130129910864426
8,15,0.41368762669172615
8,16,0.4306786491580603
8,17,0.39257035617091446
8,18,0.41091404851115654
8,19,0.4438585885052751
8,20,0.45686084232448443
8,21,0.39860316839024224
8,22,0.44106564390581704
8,23,0.3796525566462179
8,24,0.3610112262002584
8,25,0.4130348402458257
8,26,0.37738419502859466
8,27,0.3794531483932376
8,28,0.38941493217881956
8,29,0.4345531197095203
8,30,0.4482659523832239
8,31,0.4208760092762485
8,32,0.36070218667541937
8,33,0.3783261039059351
8,34,0.3889543210571205
8,35,0.36473311252570545
8,36,0.4102433473751136
8,37,0.3851646724490153
8,38,0.38306321245923697
8,39,1.223737370867027
8,40,0.4032386459704561
8,41,0.43408488121543226
8,42,0.43280729869678003
8,43,0.3671289885403805
8,44,0.382355670099495
8,45,0.38739031821128306
8,46,0.35891716229985887
8,47,0.38114134383198184
8,48,0.3852937243781161
8,49,0.374793872991663
8,50,0.3838467961791336
8,51,0.35335451682254715
8,52,0.5594946520366512
8,53,0.5501661260746123
8,54,0.49436564323519655
8,55,0.5081133527739614
8,56,0.5190608426446127
8,57,0.4851055904272319
8,58,0.5251543668864627
8,59,0.5636547104283509
8,60,0.4887687381549426
8,61,0.4944352415837424
8,62,0.4929070451993987
8,63,0.4939481072386735
8,64,0.4996165170336597
8,65,0.500386988385922
8,66,0.5080285233614816
8,67,0.5145380502822186
8,68,0.5621294175587132
8,69,0.49217339860272447
8,70,0.55291124084545
8,71,0.5049698666479482
8,72,0.6062389482741084
8,73,0.48162839657197437
8,74,0.5680335188881334
8,75,0.49896103626820837
8,76,0.5089823705102677
8,77,0.5018471105884634
8,78,0.5018216959310088
9,0,0.48397391124245476
9,1,0.5277770138653163
9,2,0.4911705500566672
9,3,0.4723527837588935
9,4,0.47762247585206374
9,5,0.44183469329884295
9,6,0.37907511000249583
9,7,0.2867991394542891
9,8,0.22953107742693443
9,9,0.0
9,10,0.4449571772824577
9,11,0.44905318931247395
9,12,0.45318571768548654
9,13,0.4737118870683679
9,14,0.4900026846454445
9,15,0.49941394445346915
9,16,0.5138321156101641
9,17,0.4469416251535174
9,18,0.4648106925707886
9,19,0.4978949728705334
9,20,0.5122197431723636
9,21,0.4522062452140477
9,22,0.5111317188875941
9,23,0.4740717203853357
9,24,0.44970405759334175
9,25,0.4713336112066709
9,26,0.4709544429998576
9,27,0.42931087388939526
9,28,0.44358562378143196
9,29,0.48894674471569016
9,30,0.5103030727785817
9,31,0.5057373205953731
9,32,0.4539862268998108
9,33,0.43132128891333826
9,34,0.4412576295216853
9,35,0.4235040301612551
9,36,0.4720956160811668
9,37,0.44075403972201005
9,38,0.4335092489143744
9,39,1.2889750466151202
9,40,0.4571778296623258
9,41,0.48528356445806786
9,42,0.48870506844300066
9,43,0.42711403442617374
9,44,0.4746236137772198
9,45,0.46810314194060587
9,46,0.44945465007483354
9,47,0.4690622897426941
9,48,0.46837078833952445
9,49,0.4659224399028103
9,50,0.46731009778108684
9,51,0.4407138234282805
9,52,0.622234556412077
9,53,0.6237375112667587
9,54,0.5512922356751717
9,55,0.5658045230987331
9,56,0.5750649952644465
9,57,0.5426046733951241
9,58,0.5896235665040821
9,59,0.6330637019899116
9,60,0.5479255664317072
9,61,0.5532432051235844
9,62,0.5598563669393153
9,63,0.557788266044204
9,64,0.5633953126670487
9,65,0.5692714232931649
9,66,0.5755608786725261
9,67,0.5878686746095794
9,68,0.6334623923781975
9,69,0.5648327537585958
9,70,0.6249807273398506
9,71,0.5654778581299296
9,72,0.6669623718364419
9,73,0.5340735118416201
9,74,0.6371965985080442
9,75,0.5647267211613628
9,76,0.57855399265061
9,77,0.5686270659428281
9,78,0.5650351112706116
10,0,0.2978794024267257
10,1,0.21940000645047858
10,2,0.1701593092404466
10,3,0.08360062777240983
10,4,0.14711941763262132
10,5,0.2889491476222307
10,6,0.1879337677652564
10,7,0.2827120711107935
10,8,0.35079173608918407
10,9,0.4449571772824577
10,10,0.0
10,11,0.023406614796723433
10,12,0.06215056712923065
10,13,0.10566644309655586
10,14,0.13380732578670818
10,15,0.14701906483442737
10,16,0.19477187665631263
10,17,0.28951743643071515
10,18,0.29838720898220006
10,19,0.29624248647212664
10,20,0.31590161623836305
10,21,0.28533276122407514
10,22,0.25801446670998374
10,23,0.13889606330727144
10,24,0.04304178133691596
10,25,0.27746209539401434
10,26,0.06993707011459044
10,27,0.29727228784408744
10,28,0.28813976581870954
10,29,0.2936486904244876
10,30,0.2765238868986981
10,31,0.18915046711944403
10,32,0.1290710209997945
10,33,0.30117133449468086
10,34,0.2899404388372044
10,35,0.2729270253695852
10,36,0.2822261898517065
10,37,0.2976727161192291
10,38,0.2915423195518041
10,39,1.0087843561047276
10,40,0.28416241233176076
10,41,0.3051604882587706
10,42,0.299240248498101
10,43,0.2661567667788113
10,44,0.05539381762038466
10,45,0.1693568884702557
10,46,0.14506239969210977
10,47,0.18021157523163261
10,48,0.1757449261365592
10,49,0.17506498005867205
10,50,0.17135798370039768
10,51,0.10787811380153932
10,52,0.4064890047829322
10,53,0.39414019966572156
10,54,0.3378458680014854
10,55,0.34953940380764137
10,56,0.35932673256581116
10,57,0.3335293589361782
10,58,0.3650480998938455
10,59,0.4026613047919176
10,60,0.3366743920961338
10,61,0.33847011987075576
10,62,0.3412939293968193
10,63,0.33777674313721984
10,64,0.35425115497940335
10,65,0.34990104441061687
10,66,0.3587391459491859
10,67,0.3603200861723361
10,68,0.39685383926825046
10,69,0.3433753489438315
10,70,0.3971725215417217
10,71,0.3489722683145407
10,72,0.44504191445477664
10,73,0.3366965897981687
10,74,0.40065555926457963
10,75,0.34996886728705345
10,76,0.3629189789532208
10,77,0.36199388070026417
10,78,0.3598090828360217
11,0,0.2969114303819733
11,1,0.2135721863039948
11,2,0.16607095686172552
11,3,0.07495726590183757
11,4,0.14477390899127962
11,5,0.29232432716116347
11,6,0.19139666841682676
11,7,0.288788239654104
11,8,0.3596937069121656
11,9,0.44905318931247395
11,10,0.023406614796723433
11,11,0.0
11,12,0.05021927772310156
11,13,0.09141584736232823
11,14,0.12175643767394688
11,15,0.13554944552310766
11,16,0.18874410180413584
11,17,0.2924882495873775
11,18,0.29826540757476927
11,19,0.29376858608256173
11,20,0.3146091343327764
11,21,0.2858807647203733
11,22,0.25346409971380035
11,23,0.1351344896238737
11,24,0.03714969535728482
11,25,0.2778988574558091
11,26,0.05864143074159672
11,27,0.3027565063407151
11,28,0.29191367221261433
11,29,0.29217301582457983
11,30,0.27150548842667827
11,31,0.18578907056748734
11,32,0.13057207327859705
11,33,0.30405157381255626
11,34,0.2936162797981868
11,35,0.27469187030258635
11,36,0.28149211351715964
11,37,0.3004121561527891
11,38,0.2972499024181253
11,39,1.0036645703002987
11,40,0.28349035788879645
11,41,0.3022735496374324
11,42,0.29789415738152764
11,43,0.2710745719532104
11,44,0.054673398318537014
11,45,0.1689874283777888
11,46,0.143247858652174
11,47,0.18047376357512107
11,48,0.17463542821984085
11,49,0.17529015673027223
11,50,0.1700316302656825
11,51,0.11136302530048627
11,52,0.4014252727430955
11,53,0.3904392187863434
11,54,0.33247875107190106
11,55,0.3441490686302514
11,56,0.35289056934334057
11,57,0.32839896955393755
11,58,0.3608623592580102
11,59,0.39716893784331375
11,60,0.3327539256488068
11,61,0.33494182558682023
11,62,0.338772247470114
11,63,0.33439856366209425
11,64,0.3515024039778614
11,65,0.34738677655173483
11,66,0.3554646651010887
11,67,0.3587699978435744
11,68,0.39535927533133336
11,69,0.3402598042426056
11,70,0.39422055784328464
11,71,0.3449648125379445
11,72,0.44010158351528234
11,73,0.33367013498658266
11,74,0.39864107330648607
11,75,0.34735790898906094
11,76,0.3610712575491925
11,77,0.3585129142082637
11,78,0.3564670175065281
12,0,0.29686100778656377
12,1,0.20264756986433058
12,2,0.16063498513315783
12,3,0.06538135304914224
12,4,0.13400477185286663
12,5,0.2946779260258413
12,6,0.18896665063900975
12,7,0.2927036550043995
12,8,0.3592618907146104
12,9,0.45318571768548654
12,10,0.06215056712923065
12,11,0.05021927772310156
12,12,0.0
12,13,0.07391033449509325
12,14,0.10023276146234454
12,15,0.1178334547867119
12,16,0.1746144422006103
12,17,0.2960337769537472
12,18,0.2973074226531352
12,19,0.29723508181311614
12,20,0.3100777219261359
12,21,0.2895161920516556
12,22,0.2516973372542101
12,23,0.1302177067339908
12,24,0.0489530202957541
12,25,0.2789777923270792
12,26,0.06772881747947239
12,27,0.30829004387507275
12,28,0.29503197761955385
12,29,0.29241167528231166
12,30,0.2728133191020361
12,31,0.17601808540963162
12,32,0.12614028915378617
12,33,0.30613279253541925
12,34,0.29543050166597024
12,35,0.27652586250528194
12,36,0.2801263391540263
12,37,0.30584702750204107
12,38,0.30066021172313484
12,39,0.9999375747288031
12,40,0.2886769782011656
12,41,0.3031881029791071
12,42,0.2987862200319319
12,43,0.2763246352228876
12,44,0.07039556191704664
12,45,0.16456924718157426
12,46,0.13651327722412934
12,47,0.1725721301459163
12,48,0.16940591990503273
12,49,0.1695843625391391
12,50,0.16513901446466686
12,51,0.12111915482695555
12,52,0.3997879855712074
12,53,0.3890596875025943
12,54,0.3314825645228788
12,55,0.34169279183765966
12,56,0.35101867478084975
12,57,0.3287769629666505
12,58,0.35796322399004593
12,59,0.3993774038989853
12,60,0.3334100786291621
12,61,0.3357948947029433
12,62,0.33815170799466704
12,63,0.33372209542175274
12,64,0.35460095307760603
12,65,0.3446557796048407
12,66,0.35636571884311785
12,67,0.36024672789586737
12,68,0.3959633996547294
12,69,0.3392485530273594
12,70,0.39149973524728987
12,71,0.34567832563314427
12,72,0.436045443219301
12,73,0.3326689211455595
12,74,0.3981236684352717
12,75,0.34641764164078154
12,76,0.3619838827763625
12,77,0.35929829483050074
12,78,0.3577686379919627
13,0,0.2956012659916999
13,1,0.17615495618397548
13,2,0.13169860392223803
13,3,0.06067099597372354
13,4,0.11827237433753038
13,5,0.3127754925107644
13,6,0.20621886701702186
13,7,0.32139042679098273
13,8,0.3844601900008375
13,9,0.4737118870683679
13,10,0.10566644309655586
13,11,0.09141584736232823
13,12,0.07391033449509325
13,13,0.0
13,14,0.05192310899607135
13,15,0.0680825650630069
13,16,0.13443532542384756
13,17,0.31771587129370193
13,18,0.31051202902590874
13,19,0.29591556530131935
13,20,0.30839529499553725
13,21,0.3041529730399823
13,22,0.2370024878805785
13,23,0.10987913486205617
13,24,0.08179636987124066
13,25,0.28094772910594457
13,26,0.08718397201814583
13,27,0.31861089241440954
13,28,0.3155530935736891
13,29,0.29212229222589914
13,30,0.25986594959212017
13,31,0.15406942570400448
13,32,0.11690814250180177
13,33,0.32696562298477616
13,34,0.31623693794043245
13,35,0.28335734285389846
13,36,0.27802906488580337
13,37,0.31643748730242355
13,38,0.31680788564071893
13,39,0.978568979674322
13,40,0.2995520791191366
13,41,0.3002309665199277
13,42,0.29870166941895315
13,43,0.2892632558067203
13,44,0.09087466951907633
13,45,0.1533390325201347
13,46,0.15529376158284317
13,47,0.1583149235309104
13,48,0.15841648725000657
13,49,0.16172440820284334
13,50,0.1547629033951072
13,51,0.1437582109979863
13,52,0.3815168157283746
13,53,0.37523011215575314
13,54,0.3238268423962615
13,55,0.3320207574085652
13,56,0.3400450063584391
13,57,0.32109520871487923
